WORD	PHONETICS
apple	æpəl
consolation	kɒnsəleɪʃən
block	blɒk
wigwam	wɪgwɒm
mensurableness	mɛnʃərəbəlnəs
electrifiy	ɪlɛktrɪfaɪ
corrugation	kɒrəgeɪʃən
health	hɛlθ
piece	pis
careworm	kɛrwɜrm
vault	vɔlt
museum	mjuziəm
angular	æŋgjələr
decisive	dɪsaɪsɪv
dramatist	dræmətɪst
ripe	raɪp
wheelhouse	wilhaʊs
hindrance	hɪndrəns
shipper	ʃɪpər
tantalizer	tæntəlaɪzər
consumption	kənsʌmpʃən
agency	eɪdʒənsi
impecunious	ɪmpɪkjuniəs
terrorist	tɛrərɪst
kitten	kɪtn
titanic	taɪtænɪk
antedate	æntɪdeɪt
agglomerate	əglɑmərət
spangle	spæŋgəl
wretch	rɛtʃ
handbook	hændbʊk
trespass	trɛspəs
challenge	tʃælɪndʒ
interrupt	ɪntərʌpt
generalize	dʒɛnərəlaɪz
crow	kroʊ
blossom	blɑsəm
trimestrial	traɪmɛstriəl
unearned	ʌnɜrnd
tout	taʊt
fraternal	frətɜrnəl
incalculable	ɪnkælkjələbəl
kumiss	kumɪs
invite	ɪnvaɪt
together	təgɛðər
crisp	krɪsp
gladden	glædən
commission	kəmɪʃən
unfamiliar	ʌnfəmɪliər
bindery	baɪndəri
fumigate	fjumɪgeɪt
lacquer	lækər
coach	koʊtʃ
mortuary	mɔrtʃuɛri
inventive	ɪnvɛntɪv
inanition	ɪnənɪʃən
combatable	kəmbætəbəl
wing	wɪŋ
revoke	rɪvoʊk
tawdry	tɔdri
component	kəmpoʊnənt
ivory	aɪvəri
martinent	mɑrtɪnənt
inert	ɪnɜrt
supper	sʌpər
shoal	ʃoʊl
council	kaʊnsəl
heathenish	hiðənɪʃ
collective	kəlɛktɪv
knave	neɪv
clarion	klɛriən
adorn	ədɔrn
problematic	prɑbləmætɪk
splendid	splɛndɪd
solemnization	sɑləmnaɪzeɪʃən
antipode	æntɪpoʊd
violate	vaɪəleɪt
collectiveness	kəlɛktɪvnəs
mankind	mænkaɪnd
obduracy	ɑbdʊrəsi
frantically	fræntɪkli
inexpedience	ɪnɪkspidiəns
predicate	prɛdɪkət
canker	kæŋkər
approximation	əprɑksɪmeɪʃən
commissary	kɑmɪsɛri
initiatory	ɪnɪʃiətɔri
effigy	ɛfɪdʒi
balcony	bælkəni
reclamation	rɛkləmeɪʃən
graphite	græfaɪt
stylish	staɪlɪʃ
formality	fɔrməlɪti
inflect	ɪnflɛkt
fuller	fʊlər
geologically	dʒiəlɑdʒɪkli
vile	vaɪl
drawer	drɔər
diverge	daɪvɜrdʒ
tripper	trɪpər
rapacious	rəpeɪʃəs
deride	dɪraɪd
acorn	eɪkɔrn
magic	mædʒɪk
unaccustomed	ʌnəkʌstəmd
sworn	swɔrn
immortality	ɪmɔrtæləti
marsh	mɑrʃ
buzz	bʌz
thinker	θɪŋkər
drove	droʊv
grime	graɪm
repletion	rɪpliʃən
tyranny	tɪrəni
overpower	oʊvərpaʊər
progressive	prəgrɛsɪv
self	sɛlf
punch	pʌntʃ
inclusion	ɪnkluʒən
propotionate	prəpoʊʃənət
tippet	tɪpɪt
servant	sɜrvənt
martial	mɑrʃəl
colt	koʊlt
chronologic	krɒnəlɒdʒɪk
vulcan	vʌlkən
consciousness	kɒnʃəsnəs
barbarity	bɑrbærəti
scroll	skroʊl
revolve	rɪvɒlv
repudiation	rɪpjudiˌeɪʃən
cremation	krɪmeɪʃən
condign	kənˌdaɪn
buoy	bɔɪ
chop	tʃɒp
masticate	mæstɪkeɪt
wealth	wɛlθ
greet	grit
emanate	ɛməneɪt
tandem	tændəm
accordance	əˌkɔrdəns
indignation	ɪndɪgˌneɪʃən
cellular	sɛljələr
recant	rɪkænt
vestibule	vɛstɪbjul
graphical	græfɪkəl
tolerableness	tɒlərəbəlnəs
sentimentalist	sɛntɪmɛntəlɪst
goat	goʊt
profit	prɒfɪt
murky	mɜrki
rationality	ræʃəˌnæləti
formidable	fɔrmɪdəbəl
reorganize	riˌɔrgənaɪz
sainthood	seɪnthʊd
hoof	hʊf
pickerel	pɪkərəl
latest	leɪtəst
patrolman	pəˌtroʊlmən
heard	hɜrd
surgery	sɜrdʒəri
censorate	sɛnsəreɪt
commoner	kɒmənər
kernel	kɜrnəl
bromide	broʊmaɪd
irrepressible	ɪrɪˌprɛsəbəl
wonder	wʌndər
underlie	ʌndərlaɪ
yardful	jɑrdful
convalescence	kɑnvəlɛsəns
indiscernible	ɪndɪsɜrnəbəl
perplexity	pərplɛksəti
exterior	ɪkstɪriər
negiligible	nɛglɪdʒəbəl
benedictine	bɛnədɪktɪn
reversal	rɪvɜrsəl
room	rum
punishable	pʌnɪʃəbəl
spurn	spɜrn
rigid	rɪdʒɪd
assayer	əseɪər
conventioality	kənvɛnʃənæləti
creature	kritʃər
transcendentalism	trænsɛndɛntəlɪzəm
fallacious	fəleɪʃəs
these	ðiz
fake	feɪk
bout	baʊt
gloom	glum
hexagon	hɛksəgɑn
numerator	numəreɪtər
perplex	pərplɛks
bequeath	bɪkwiθ
arrogant	ærəgənt
beacon	bikən
suffragette	sʌfrədʒɛt
yearling	jɪrlɪŋ
transcendental	trænsɛndɛntəl
ejaculation	ɪdʒækjuleɪʃən
conflictive	kənflɪktɪv
latent	leɪtənt
ooze	uz
disguise	dɪsgaɪz
rosebush	roʊzbʊʃ
tuck	tʌk
selfpossessed	sɛlfpəzɛst
teller	tɛlər
piquant	pikənt
inefficiency	ɪnəfɪʃənsi
passable	pæsəbəl
interpret	ɪntɜrprɪt
gauntlet	gɔntlət
transplant	trænsplænt
bonbon	bɑnbɑn
compensate	kɑmpənseɪt
likeness	laɪknəs
feignedly	feɪnɪdli
gesticulator	dʒɛstɪkjuleɪtər
pretender	prɪtɛndər
oppress	əprɛs
horrid	hɔrɪd
appellant	əpɛlənt
nothingness	nʌθɪŋnəs
rampart	ræmpɑrt
giddy	gɪdi
vocalization	voʊkəlaɪzeɪʃən
charter	tʃɑrtər
consort	kɑnsɔrt
stenographic	stɛnəgræfɪk
translocate	trænzloʊkeɪt
school	skul
adjudicate	ədʒudɪkeɪt
porterage	pɔrtərɪdʒ
impose	ɪmpoʊz
fad	fæd
insulation	ɪnsəleɪʃən
reprehend	rɛprɪhɛnd
apparel	əpærəl
recede	rɪsid
householder	haʊshoʊldər
prize	praɪz
pear	pɛr
basic	beɪsɪk
hew	hju
cylindrical	sɪlɪndrɪkəl
philosopher	fəlɑsəfər
pain	peɪn
game	geɪm
fetish	fɛtɪʃ
canteen	kæntin
retrograde	rɛtroʊgreɪd
france	fræns
abuttal	əbʌtəl
inherit	ɪnhɛrɪt
adorable	ədɔrəbəl
herd	hɜrd
electric	ɪlɛktrɪk
extensive	ɪkstɛnsɪv
rhetoric	rɛtərɪk
linden	lɪndən
gland	glænd
passionless	pæʃənləs
sulphuration	sʌlfəreɪʃən
superstructure	supərstɹʌktʃər
variant	vɛriənt
below	bɪloʊ
damp	dæmp
spark	spɑrk
welter	wɛltər
stillness	stɪlnəs
separable	sɛpərəbəl
stalwart	stɔlwərt
technique	tɛknik
bigot	bɪɡət
fender	fɛndər
christmastide	krɪsməstaɪd
volubility	vɑljəbɪləti
gaelic	ɡelɪk
typewritten	taɪprɪtən
adhesive	ædˌhisɪv
sash	sæʃ
diameter	daɪæmətər
death	dɛθ
stoppage	stɑpɪdʒ
vainness	veɪnnəs
blackball	blækbɔl
nighttime	naɪttaɪm
extremity	ɪkstrɛməti
torpor	tɔrpər
economize	ɪkɑnəmaɪz
penology	pɪnɑlədʒi
waitress	weɪtrəs
basement	beɪsmənt
perspective	pərspɛktɪv
lactic	læktɪk
condonation	kɑndəneɪʃən
censorship	sɛnsərʃɪp
climax	klaɪmæks
portiere	pɔrtiɛr
parishioner	pərɪʃənər
rectifier	rɛktəfaɪər
usurious	juʒʊəriəs
popular	pɑpjələr
conscription	kənskrɪpʃən
puritan	pjʊrətən
waxberry	wæksbɛri
brazilian	brəzɪljən
grew	ɡru
conventional	kənvɛnʃənəl
carnival	kɑrnəvəl
ripened	raɪpənd
smell	smɛl
option	ɑpʃən
worth	wərθ
sterner	stərnər
seamstress	simstrəs
cantatrice	kænˌtəˈtris
ignominous	ɪgˈnɒmɪnəs
jocular	ˈdʒɒkjələr
selfcentered	sɛlfˈsɛntərd
feast	fist
cherry	ˈtʃɛri
answerable	ˈænsərəbəl
steamer	ˈstimər
discompose	ˌdɪskəmˈpoʊz
retrospective	ˌrɛtrəˈspɛktɪv
studied	ˈstʌdid
cultivate	ˈkʌltɪveɪt
abdomen	ˈæbdəmən
falsity	ˈfɔlsɪti
virtually	ˈvɜrtʃuəli
conical	ˈkɒnɪkəl
marmalade	ˈmɑrməleɪd
barnacle	ˈbɑrnəkəl
integration	ˌɪntɪˈgreɪʃən
spinet	ˈspɪnɪt
antipodes	ænˈtɪpədiz
fop	fɒp
teaspoon	ˈtispun
hazy	ˈheɪzi
clearly	ˈklɪrli
disinclined	ˌdɪsɪnˈklaɪnd
coventry	ˈkɒvəntri
statement	ˈsteɪtmənt
hieroglyphic	ˌhaɪərəˈglɪfɪk
turk	tɜrk
vine	vaɪn
putty	ˈpʌti
invade	ɪnˈveɪd
muslin	ˈmʌzlɪn
scepter	ˈsɛptər
waxwork	ˈwæksˌwɜrk
lithia	ˈlɪθiə
hectic	ˈhɛktɪk
mop	mɒp
millenarian	ˌmɪləˈnɛriən
deplorable	dɪˈplɔrəbəl
description	dɪˈskrɪpʃən
molecule	ˈmɒlɪkjul
contumacious	ˌkɒntjuˈmeɪʃəs
chorographical	ˌkɔrəˈgræfɪkəl
electricity	ɪˌlɛkˈtrɪsɪti
convulse	kənˈvʌls
marrow	ˈmæroʊ
coiffure	kwɑˈfjʊr
truth	truθ
coronet	kɔrənɛt
perceptor	pərsɛptər
bee	bi
creed	krid
locker	lɑkər
scripture	skrɪptʃər
triliteral	traɪlɪtərəl
attrition	ətrɪʃən
verbose	vərbos
midway	mɪdweɪ
propose	prəpoz
realism	riəlɪzəm
orphan	ɔrfən
obtuse	əbtus
wander	wɑndər
retreat	rɪtrit
inadvertent	ɪnædvɜrtənt
notch	nɑtʃ
arm	ɑrm
computation	kɑmpjuteɪʃən
demurrage	dɪmɜrɪdʒ
egregious	ɪgridʒəs
oarsman	ɔrzmən
risibility	rɪzəbɪləti
illustrative	ɪləstreɪtɪv
shrug	ʃrʌg
osteopath	ɑstiəpæθ
lead	lid
heirloom	ɛrlum
perish	pɛrɪʃ
halt	hɔlt
rehearse	rihɜrs
strengthened	strɛŋθənd
decennial	dɪsɛniəl
wallet	wɑlət
calm	kɑm
indolence	ɪndələns
insensible	ɪnsɛnsəbəl
watch	wɑtʃ
gnarl	nɑrl
spicy	spaɪsi
infirmary	ɪnfɜrməri
antediluvian	æntidəluviən
conjecture	kəndʒɛktʃər
apricot	æprɪkɑt
corporal	kɔrpərəl
protraction	protrækʃən
navigate	nævɪgeɪt
shred	ʃrɛd
individuality	ɪndəvɪdʒuæləti
chromatically	krəmætɪkli
take	teɪk
trousers	traʊzərz
demit	dɪmɪt
writ	rɪt
pronuncable	prəʌnsəbəl
aroma	əroʊmə
wiriness	waɪrɪnəs
shoot	ʃut
oscillatory	ɒsɪlətɔri
hunt	hʌnt
allegorical	æləgɒrɪkəl
gun	gʌn
sadness	sædnəs
oreiental	ɔriɛntəl
lessen	lɛsən
unearthly	ʌnɜrθli
marginal	mɑrdʒɪnəl
bone	boʊn
character	kærəktər
prospect	prɒspɛkt
actually	æktʃuəli
whosoever	husoʊɛvər
surprise	sərpraɪz
signature	sɪgnətʃər
reverberate	rɪvɜrbəreɪt
conceit	kənsit
unitarian	junɪtɛriən
refugee	rɛfjʊdʒi
metrician	mɛtrɪʃən
late	leɪt
deludable	dɪludəbəl
harsh	hɑrʃ
company	kʌmpəni
customary	kʌstəmɛri
thermometer	θərmɒmɪtər
rifle	raɪfəl
point	pɔɪnt
contraband	kɒntrəbænd
designation	dɛzɪgneɪʃən
hosanna	hoʊzænə
quarter	kwɔrtər
allow	əlaʊ
misnomer	mɪsnoʊmər
narrowness	næroʊnəs
lot	lɒt
singularity	sɪŋgjʊlærɪti
vorticose	vɔrtɪkoʊs
diploma	dɪploʊmə
cant	kænt
speakership	spikərʃɪp
cleanlily	klinlɪli
wild	waɪld
bereavement	bɪrivmənt
betterment	bɛtərmənt
nutritious	nutɹɪʃəs
campaign	kæmpeɪn
stature	stætʃər
parlance	pɑrləns
perversity	pərvɜrsɪti
auricle	ɔrɪkəl
original	əɹɪdʒənəl
visavis	vizəvi
patent	pætənt
soften	sɒfən
distribution	dɪstrɪbjuʃən
soluble	sɑljəbəl
historical	hɪstɔrɪkəl
suffix	sʌfɪks
littleness	lɪtəlnəs
nozzle	nɑzəl
unwise	ʌnwaɪz
exposure	ɪkspoʊʒər
mensurability	mɛnʃərəbɪlɪti
peroxide	pəɹɑksaɪd
bidder	bɪdər
twain	tweɪn
assortment	əsɔrtmənt
decrease	dikris
dominate	dɑmɪneɪt
tenuity	tɛnjuɪti
brunt	brʌnt
spinal	spaɪnəl
contest	kɑntɛst
anodyne	ænədaɪn
million	mɪljən
astir	əstɜr
sportsmanship	spɔrtsmanʃɪp
ashore	əʃɔr
terse	tɜrs
gregarious	grɪgɛriəs
attribution	ætrɪbjuʃən
bountiful	baʊntɪfəl
dagger	dægər
candidate	kændɪdət
performer	pərfɔrmər
galley	gæli
sold	soʊld
irascible	ɪræsɪbəl
extra	ɛkstrə
gate	geɪt
close	kloʊz
insuppressible	ɪnsəprɛsəbəl
activity	æktɪvəti
spear	spɪr
submersion	səbmɜrʒən
ban	bæn
kilowatt	kɪləwɑt
bounce	baʊns
rhinoceros	raɪnɑsərəs
glib	glɪb
incautious	ɪnkɔʃəs
pallid	pælɪd
woo	wu
sepulchral	səpʌlkrəl
impeachable	ɪmpiʧəbəl
articulate	ɑrtɪkjələt
leaf	lif
caught	kɔt
trickle	trɪkəl
oneself	wʌnsɛlf
vixenish	vɪksənɪʃ
unbusinesslike	ʌnbɪznəslaɪk
unemcumbered	ʌnɪnkʌmbərd
orphanage	ɔrfənɪʤ
electrum	ɪlɛktrəm
born	bɔrn
uttermost	ʌtərmoʊst
realization	riəlaɪzeɪʃən
doom	dum
convocation	kɑnvəkeɪʃən
incompetent	ɪnkɑmpətənt
vaccination	væksəneɪʃən
ambiguous	æmbɪgjuəs
privacy	praɪvəsi
perpetration	pɜrpətreɪʃən
gospel	gɑspəl
calfskin	kæfskɪn
abeyance	əbeɪəns
script	skrɪpt
tough	tʌf
mendacity	mɛndæsəti
abutment	əbʌtmənt
nest	nɛst
falter	fɔltər
jump	ʤʌmp
navigable	nævɪgəbəl
ghost	goʊst
circumscription	sɜrkəmskrɪpʃən
negro	nigroʊ
mail	meɪl
scarlet	skɑrlət
vivisection	vɪvɪsɛkʃən
rookery	rʊkəri
tighten	taɪtən
commensurability	kəmɛnʃərəbɪləti
acceptable	əksɛptəbəl
rarity	rɛrəti
household	haʊshoʊld
turmoil	tɜrmoɪl
mimic	mɪmɪk
adequacy	ædəkwəsi
oceanic	oʊʃiænɪk
affray	əfreɪ
bankruptcy	bæŋkrəptsi
phalanx	feɪlæŋks
itinerary	aɪtɪnɛrɛri
outcast	aʊtkæst
sunburn	sʌnbɜrn
dearth	dɜrθ
beatitude	biætɪtud
replevin	rɪplɛvɪn
tutorage	tutərɪdʒ
lugubrious	lʊgubrɪəs
thrift	θrɪft
theory	θiəri
available	əveɪləbəl
caustic	kɔstɪk
unhonored	ʌnɑnərd
festal	fɛstəl
half	hæf
pauperism	pɔpərɪzəm
proteegee	proʊteɪʒeɪ
shield	ʃild
redouble	ridʌbəl
vegetate	vɛdʒəteɪt
knob	nɑb
cradle	kreɪdəl
paid	peɪd
brigade	brɪgeɪd
military	mɪlətɛri
vanity	vænəti
propriety	prəpraɪəti
cautionary	kɔʃənɛri
fatuity	fətuəti
want	wɑnt
prisoner	prɪzənər
stair	stɛr
reclined	rɪklaɪnd
coal	koʊl
brine	bɹaɪn
deception	dɪsɛpʃən
dahlia	dæliə
beforetime	bɪfɔɹtaɪm
oscillate	ɑsəleɪt
liable	laɪəbəl
candent	kændənt
compositive	kəmpɑzətɪv
moonlight	munlaɪt
visual	vɪʒuəl
alcove	ælkoʊv
coral	kɔɹəl
outward	aʊtwəɹd
tangle	tæŋgəl
dialogue	daɪəlɔg
oatmeal	oʊtmil
conceivable	kənsiːvəbəl
malefactor	mæləfæktəɹ
scion	saɪən
depository	dɪpɑzətɔɹi
bowstring	boʊstɹɪŋ
handful	hændfʊl
abject	æbdʒɛkt
appearance	əpɪɹəns
crucible	kɹusəbəl
innocent	ɪnəsənt
obsolescent	ɑbsəlɛsənt
miser	maɪzəɹ
hesitation	hɛzəteɪʃən
electoral	ɪlɛktəɹəl
brick	bɹɪk
division	dɪvɪʒən
oppression	əpɹɛʃən
convexity	kənvɛksəti
treasurer	tɹɛʒəɹəɹ
strangulate	stɹæŋgjəleɪt
malliability	mæliəbɪləti
periphery	pəɹɪfəɹi
interment	ɪntəɹmənt
breakable	bɹeɪkəbəl
identify	aɪdɛntəfaɪ
masonry	meɪsənɹi
ransack	ɹænsæk
shilling	ʃɪlɪŋ
decorum	dɪkɔɹəm
quadrennial	kwɑdɹɛniəl
pity	pɪti
hyacinth	haɪəsɪnθ
numb	nʌm
ordinary	ɔɹdənɛɹi
portly	pɔrtli
plurality	plʊrælɪti
avoirdupois	ævwɑrdupwɑ
lawn	lɔn
rustic	rʌstɪk
aloe	æloʊ
digestible	daɪdʒɛstəbəl
hereinbefore	hɪrɪnbɪfɔr
redness	rɛdnəs
blear	blɪr
folk	foʊk
offensive	əfɛnsɪv
addenda	ədɛndə
vehicle	viɪkəl
questioner	kwɛstʃənər
applicant	æplɪkənt
organization	ɔrgənaɪzeɪʃən
certainty	sɜrtənti
drug	drʌg
provincial	prəvɪnʃəl
disrupt	dɪsrʌpt
voyage	vɔɪɪdʒ
laboratory	læbrətɔri
family	fæməli
libretto	lɪbrɛtoʊ
thine	ðaɪn
eye	aɪ
zodiacal	zoʊdaɪəkəl
home	hoʊm
outwit	aʊtwɪt
tryst	trɪst
tap	tæp
cartographically	kɑrtoʊgræfɪkəli
hasty	heɪsti
packer	pækər
regulation	rɛgjəleɪʃən
welcomeness	wɛlkəmnəs
nettle	nɛtəl
madonna	mədɑnə
joyful	dʒɔɪfəl
volute	vəlut
contort	kəntɔrt
dizzy	dɪzi
clamor	klæmər
sympathizer	sɪmpəθaɪzər
centripetal	sɛntrɪpɛtəl
ostentatious	ɑstɛnteɪʃəs
unfavorable	ʌnfeɪvərəbəl
electrotype	ɪlɛktroʊtaɪp
trickiness	trɪkinəs
mastery	mæstəri
edgewise	ɛdʒwaɪz
nautilus	nɔtɪləs
alderman	ɔldərmən
intermission	ɪntərmɪʃən
oratotion	ɔrətoʊʃən
trenchant	trɛntʃənt
latch	lætʃ
sight	saɪt
costume	kɑstum
tract	trækt
brotherliness	brʌðərlɪnəs
gird	gɜrd
item	aɪtəm
generator	dʒɛnəreɪtər
halcyon	hælsiən
circumscribable	sɜrkəmskraɪbəbəl
minutia	mɪnuʃə
billiard	bɪljərd
rational	ræʃənəl
rakish	reɪkɪʃ
addition	ədɪʃən
commit	kəmɪt
radicalism	rædɪkəlɪzəm
differentiation	dɪfərɛnʃieɪʃən
wagonful	wægənfʊl
dissipation	dɪsɪpeɪʃən
sensibleness	sɛnsəbəlnəs
unauspicious	ʌnɔspɪʃəs
gig	gɪg
vesture	vɛstʃər
percept	pərsɛpt
pittance	pɪtəns
talk	tɔk
pensioner	pɛnʃənər
transcend	trænsɛnd
shelter	ʃɛltər
single	sɪŋgəl
polarity	poʊlærəti
avoid	əvɔɪd
transubstantiate	trænsəbstænʃieɪt
sting	stɪŋ
conformable	kənfɔrməbəl
saliency	seɪliənsi
bald	bɔld
muffle	mʌfəl
sleek	slik
horography	hɔrɑgrəfi
feigned	feɪnd
discountable	dɪskaʊntəbəl
centurion	sɛntʊriən
valvular	vælvjələr
classmate	klæsmeɪt
kick	kɪk
periodical	pɪriɒdɪkəl
poetical	poʊɛtɪkəl
conglomerate	kənglɒmərət
unintentional	ʌnɪntɛnʃənəl
barrenness	bærənnəs
consumer	kənsumər
populace	pɒpjələs
zoologist	zoʊɒlədʒɪst
cutaneous	kjuteɪniəs
peritonitis	pɛrɪtənaɪtɪs
asteroid	æstərɔɪd
wager	weɪdʒər
sanctum	sæŋktəm
capricorn	kæprɪkɔrn
statue	stætʃu
malicious	məlɪʃəs
aspirate	æspərət
capstone	kæpstoʊn
biennial	baɪɛniəl
grudge	grʌdʒ
accident	æksɪdənt
congratulant	kəngrætʃələnt
aimlessness	eɪmləsnəs
organizability	ɔrgənaɪzəbɪləti
rapidity	rəpɪdəti
vitriol	vɪtriəl
manifestation	mænɪfɛsteɪʃən
quenchless	kwɛntʃləs
he	hi
inclusive	ɪnklusɪv
aware	əwɛr
baccalaureate	bækəlɔriət
admonish	ædmɒnɪʃ
accretion	əkriʃən
squeeze	skwiz
frank	fræŋk
muck	mʌk
ailment	eɪlmənt
candied	kændiɪd
ornithologist	ɔrnɪθɒlədʒɪst
giggle	gɪgəl
sanitation	sænɪteɪʃən
eider	aɪdər
slap	slæp
hope	hoʊp
forwarder	fɔrwərdər
gallon	ɡælən
receipt	rɪsit
modulation	mɑdʒəleɪʃən
dethrone	diθroʊn
arrival	əraɪvəl
bashful	bæʃfəl
pronounce	prənaʊns
saleratus	sæləreɪtəs
morning	mɔrnɪŋ
stereoscope	stɛrioʊskoʊp
persecute	pɜrsɪkjut
fruitful	frutfəl
revengeful	rɪvɛndʒfəl
paralyze	pærəlaɪz
considerable	kənsɪdərəbəl
gondola	ɡɑndələ
proven	pruvən
toward	tɔrd
unbroken	ʌnbroʊkən
papalize	peɪpəlaɪz
quintessence	kwɪntɛsəns
arabian	əreɪbiən
cashmere	kæʃmɪr
competent	kɑmpətənt
subordinate	səbɔrdənət
coil	kɔɪl
uneven	ʌnivən
pshaw	ʃɔ
valueless	væljulɛs
stewardess	stjuərdɛs
tusk	tʌsk
seizure	siʒər
inertness	ɪnɜrtnəs
mannerly	mænərli
unsystematic	ʌnsɪstəmætɪk
ozone	oʊzoʊn
annual	ænjuəl
dud	dʌd
physician	fɪzɪʃən
martyrdom	mɑrtərdəm
repel	rɪpɛl
souffle	sufleɪ
involuntary	ɪnvɑlənteri
havoc	hævək
kite	kaɪt
publication	pʌblɪkeɪʃən
gallantry	ɡæləntri
anchor	æŋkər
reflect	rɪflɛkt
nimbus	nɪmbəs
authentic	əθɛntɪk
thousand	θaʊzənd
destruction	dɪstrʌkʃən
condemn	kəndɛm
lateness	leɪtnəs
whereon	wɛərɒn
advocary	ædvəkəri
venus	vinəs
lyceum	laɪsiəm
straddle	strædəl
quaver	kweɪvər
villiform	vɪlɪfɔrm
vivisectional	vɪvɪsɛkʃənəl
biographer	baɪɒgrəfər
reproduction	riprədʌkʃən
mauve	məʊv
consideration	kənsɪdəreɪʃən
light	laɪt
owl	aʊl
tomahawk	tɒməhɔk
farmer	fɑrmər
insolvency	ɪnsɒlvənsi
meet	mit
array	əreɪ
articulator	ɑrtɪkjəleɪtər
greed	grid
mural	mjʊərəl
range	reɪndʒ
readiness	rɛdinəs
tonight	tənaɪt
compressor	kəmprɛsər
postmaster	poʊstmæstər
coroner	kɒrənər
remarkable	rɪmɑrkəbəl
smoothness	smuðnəs
stagnate	stægneɪt
spinach	spɪnɪtʃ
tricolor	traɪkʌlər
atmospherical	ætməsfɛrɪkəl
changeable	tʃeɪndʒəbəl
mown	moʊn
elector	ɪlɛktər
unconcerned	ʌnkənsɜrnd
replenish	rɪplɛnɪʃ
mollifiable	mɒlɪfaɪəbəl
lineage	lɪniɪdʒ
loneliness	loʊnlinəs
liquefy	lɪkwəfaɪ
courtier	kɔrtiər
produce	prədjus
adviser	ədvaɪzər
obedient	əbidiənt
totalization	toʊtəlaɪzeɪʃən
shaken	ʃeɪkən
catchword	kætʃwɜrd
fluency	fluənsi
unadorned	ʌnədɔrnd
solemnity	səlɛmnəti
iterate	ɪtəreɪt
translator	trænzleɪtər
spongy	spʌndʒi
march	mɑrtʃ
romantic	roʊmæntɪk
secularist	sɛkjələrɪst
autopsy	ɔtɑpsi
owner	oʊnər
vanilla	vənɪlə
centralization	sɛntrəlaɪzeɪʃən
temporary	tɛmpərɛri
demonstrate	dɛmənstreɪt
comely	kʌmli
port	pɔrt
conjugate	kɑndʒəgeɪt
doughy	doʊi
decay	dɪkeɪ
verifiable	vɛrɪfaɪəbəl
unwholesome	ʌnhoʊlsəm
breach	britʃ
figment	fɪgmənt
stylist	staɪlɪst
wifehood	waɪfhʊd
rejoicingly	rɪdʒɔɪsɪŋli
concordance	kənkɔrdəns
julep	dʒuləp
answerless	ænsərləs
appositive	əpɑzətɪv
wringer	rɪŋər
inkling	ɪŋklɪŋ
remindful	rɪmaɪndfəl
admixture	ædmɪkstʃər
pompous	pɑmpəs
forceps	fɔrsɛps
brew	bru
opulence	ɑpjələns
worm	wɜrm
reformation	rɛfərmeɪʃən
proceeds	proʊsidz
aggravate	ægrəveɪt
inexplicable	ɪnɛksplɪkəbəl
opponent	əpoʊnənt
toothache	tuθeɪk
sloven	sləvən
whimper	wɪmpər
abominate	əbɑmɪneɪt
adversity	ædvɜrsɪti
phial	faɪəl
dedicate	dɛdɪkeɪt
complaint	kəmpleɪnt
citizen	sɪtɪzən
proscription	proʊskrɪpʃən
doubtless	daʊtləs
refinement	rɪfaɪnmənt
stranger	streɪndʒər
utmost	ʌtmoʊst
pervasion	pərveɪʒən
gladiator	glædiˌeɪtər
announcement	ənaʊnsmənt
obtrude	əbtrud
hardiness	hɑrdinəs
unbeliever	ʌnbɪlivər
sever	sɛvər
tremendousness	trəmɛndəsnəs
judgeship	dʒʌdʒʃɪp
incarcerate	ɪnkɑrsəreɪt
tidal	taɪdəl
herself	hɜrsɛlf
orange	ɔrɪndʒ
hay	heɪ
create	krieɪt
furnace	fɜrnəs
assemblage	əsɛmblɪdʒ
recessional	rɪsɛʃənəl
asinine	æsənaɪn
share	ʃɛr
pastorate	pæstərət
trail	treɪl
besetment	bɪsɛtmənt
perambulate	pəræmbjəleɪt
fundamentally	fʌndəmɛntəli
wardrobe	wɔrdroʊb
rabbi	ræbaɪ
guiltily	gɪltəli
lymphatic	lɪmfætɪk
festive	fɛstɪv
when	wɛn
hurtful	hɜrtfəl
decent	disənt
large	lɑrdʒ
abundant	əbʌndənt
schism	sɪzəm
painless	peɪnləs
dove	dʌv
fixative	fɪksətɪv
separator	sɛpəreɪtər
impact	ɪmpækt
dike	daɪk
expedite	ɛkspədaɪt
celestial	səlɛstiəl
vacate	veɪkeɪt
obstreperous	əbstrɛpərəs
schedule	skɛdʒul
scan	skæn
sternly	stɜrnli
shimmer	ʃɪmər
introduction	ɪntrədʌkʃən
nut	nʌt
monday	mʌndeɪ
spray	spreɪ
medicine	mɛdəsɪn
ungrammatical	ʌngrəmætɪkəl
combatant	kəmbætənt
buckle	bʌkəl
thrice	θraɪs
nasal	neɪzəl
obdurateness	ɒbdurətnəs
philology	fɪlɒlədʒi
codification	koʊdɪfɪkeɪʃən
mast	mæst
acquiesce	ækwiɛs
irreprochable	ɪrɪproʊtʃəbəl
default	dɪfɔlt
dissolvent	dɪzɒlvənt
dominion	dəmɪniən
palace	pæləs
aperture	æpərtʃər
candidness	kændɪdnəs
null	nʌl
molasses	məlæsɪz
batter	bætər
sexton	sɛkstən
multiplier	mʌltɪplaɪər
voracity	vəræsəti
gastric	gæstrɪk
carelessness	kɛrləsnəs
retail	riteɪl
desperate	dɛspərət
muff	mʌf
analyze	ænəlaɪz
